OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C_mean	C-LATE_mean	C-NO_mean	LB500-LATE_mean	LB500-EARLY_mean	C-EARLY_mean	LB500-NO_mean	taxonomy
New.CleanUp.ReferenceOTU7604	14.2417582418	0.0270491423547	0.131523352734	1.0	0.0	0.5	0.5	0.75	2.0	1.5	2.75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
New.CleanUp.ReferenceOTU8354	14.2079887218	0.0273971687323	0.132204954961	1.0	0.0	2.75	0.5	0.25	0.0	0.5	0.75	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
572351	14.1588184932	0.0279115218905	0.132204954961	1.0	1.25	7.75	3.0	1.75	1.75	0.0	2.25	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
New.CleanUp.ReferenceOTU4643	14.1365422397	0.0281475501233	0.132204954961	1.0	0.0	12.0	1.0	0.75	0.25	0.25	1.25	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
New.CleanUp.ReferenceOTU9882	14.1251078516	0.0282694374617	0.132204954961	1.0	0.0	2.0	17.0	5.75	1.75	6.0	9.75	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
561885	14.0474617002	0.0291104604937	0.132204954961	1.0	44.5	0.25	1.25	0.75	0.5	1.25	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__
746679	13.9133386581	0.0306193430367	0.132204954961	1.0	3.5	0.0	0.0	0.0	0.25	0.0	0.5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella; s__
New.CleanUp.ReferenceOTU10269	13.9133386581	0.0306193430367	0.132204954961	1.0	0.0	3.25	0.5	0.25	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus
817783	13.8841125807	0.0309578225512	0.132204954961	1.0	15.5	0.25	1.0	0.5	0.5	1.5	2.75	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae; g__Ochrobactrum; s__
969149	13.570441989	0.0348204854753	0.132204954961	1.0	5.5	0.0	0.0	0.0	0.0	0.25	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
316000	13.570441989	0.0348204854753	0.132204954961	1.0	6.75	0.25	0.0	0.0	0.0	0.0	0.25	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Pseudoxanthomonas; s__mexicana
191237	13.5662576687	0.0348749644974	0.132204954961	1.0	3.75	0.0	0.25	0.0	0.5	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__
